FID;Source;x_co;y_co;Scale;Species;Name;Area_ha;owner;Camp;Camp_1
276;SANBI;22,029556274400001;-33,3292999;mixed;C. intermedia; ;0,000000000000000; ; ; 
277;SANBI;22,433139800999999;-33,3787003;mixed;C. intermedia; ;0,000000000000000; ; ; 
278;SANBI;22,900583267199998;-33,6249008;mixed;C. intermedia; ;0,000000000000000; ; ; 
279;SANBI;22,904361724899999;-33,6225014;mixed;C. intermedia; ;0,000000000000000; ; ; 
280;SANBI;22,900527954099999;-33,6242981;mixed;C. intermedia; ;0,000000000000000; ; ; 
281;SANBI;22,900527954099999;-33,6242981;mixed;C. intermedia; ;0,000000000000000; ; ; 
282;SANBI;22,904361724899999;-33,6225014;mixed;C. intermedia; ;0,000000000000000; ; ; 
283;SANBI;22,053972244299999;-33,3545990;mixed;C. intermedia; ;0,000000000000000; ; ; 
284;MS;24,217128596300000;-33,9408989;GPS;C. intermedia;Moria 1;12,405900000000001;Van Huysteen;Moria 1;32
285;MS;24,210353307300000;-33,9429016;GPS;C. intermedia;Moria 2;2,015900000000000;Van Huysteen;Moria 2;33
286;MS;23,919354389199999;-33,8749008;GPS;C. intermedia;Block 1a;22,567599999999999;P. Norris;Block 1a;1
287;MS;23,509359487600001;-33,7891006;GPS;C. intermedia;Block 1;23,594300000000000;G. Kritzinger;Block 1;10
288;MS;23,514237621100001;-33,7891998;GPS;C. intermedia;Block 2;52,886499999999998;G. Kritzinger;Block 2;11
289;MS;23,524372980500001;-33,7900009;GPS;C. intermedia;Block 3;15,618800000000000;G. Kritzinger;Block 3;12
290;MS;23,598375593099998;-33,8070984;GPS;C. intermedia;Block 1;17,625399999999999;D. Du Toit;Block 1;13
291;MS;23,598506533500000;-33,8112984;GPS;C. intermedia;Block 2;2,473200000000000;D. Du Toit;Block 2;14
292;MS;23,598644293100001;-33,8143997;GPS;C. intermedia;block 3;9,138199999999999;D. Du Toit;block 3;15
293;MS;23,590149864600001;-33,8055992;GPS;C. intermedia;Block 4a;11,634600000000001;D. Du Toit;Block 4a;16
294;MS;23,277637171500000;-33,7760010;GPS;C. intermedia;Block 2;34,439799999999998;A. Buurman;Block 2;17
295;MS;23,281128241000001;-33,7719994;GPS;C. intermedia;Block 3;34,993299999999998;A. Buurman;Block 3;18
296;MS;23,277381863500000;-33,7695007;GPS;C. intermedia;Block 4;40,933500000000002;A. Buurman;Block 4;19
297;MS;23,911043419199999;-33,8726997;GPS;C. intermedia;Block 2a;13,103600000000000;P. Norris;Block 2a;2
298;MS;23,290783622399999;-33,7704010;GPS;C. intermedia;Block 5;34,733600000000003;A. Buurman;Block 5;20
299;MS;23,272744026300000;-33,7809982;GPS;C. intermedia;Block 6;18,117000000000001;A. Buurman;Block 6;21
300;MS;23,283514695499999;-33,7829018;GPS;C. intermedia;Block 8a;30,159600000000001;A. Buurman;Block 8a;22
301;MS;23,287753379900000;-33,7830009;GPS;C. intermedia;Block 8b;26,143400000000000;A. Buurman;Block 8b;23
